SchemaName;SchemaID;DataCORELayer;ObjectName;ObjectID;ObjectType;ObjectTypeDescription;ObjectSQLCode_Anzahl_Character;ObjectSQLCode_First_32767_Characters
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_V2_D7_DemoSystem;869278552;V ;VIEW;2961;/**/ /* View: V_FactActualCost_Short_D7_DemoSystem */ /**/ /**/ /* V01.00.01 2023-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from P42, but anonimized for DemoSystem purposes */ /* Restriction: View for demo purposes only, restricted by CostCenterGlobalHierarchy. */ /* Update: */ /* - V01.00.01 - Initial Version */ /**/
INFI_RnDAnalysis_SSAS_CSC1;103;INFormation Mart as Interface;V_JunkRnDResult_V1_IDIM1;874746469;V ;VIEW;1390;/**/ /* View: V_JunkRnDResult_V1_IDIM1 */ /**/ /* =*/ /* V01.00.00 2022-07-27 Yannick Sigwalt GS/BDD2 */ /* This view provides the junk dimension for RnD Result records */ /* Data.CORE Outgoing Interface #0211 https://inside-docupedia.bosch.com/confluence/x/VYS6gg */ /* Restriction: */ /* none */ /* Changes: */ /* V01.00.00 - Initial version */ /* =*/
INFI_Costs_TM1_CSC2;58;INFormation Mart as Interface;V_INTF_COOM_Costs_FACT_CostActual_V2_G5;879706582;V ;VIEW;3922;/**/ /* View: V_INTF_COOM_Costs_FACT_CostActual_V2_G5 */ /**/ /* =*/ /* V01.00.02 2023-03-30 Michal Erdman CI/XTD & Martin Urban CI/XTD2 */ /* This view provides actual cost fact data from SAPP87 for TM1 */ /* Data.CORE Outgoing Interface #0015 https://inside-docupedia.bosch.com/confluence/x/4DFfVQ */ /* it consumes the folling Soft rules */ /* - #FBI-SR-000000096 https://inside-docupedia.bosch.com/confluence/x/fyp8jg Convert Period >=012 to 012 */ /* Restriction: */ /* none */ /* Changes: */ /* V01.00.02 - changed persisted Fact [INFM_Costs_CSC1].[CO_CostActual_PerFact_G5] */ /* to [INFM_Costs_CSC1].[COCostActual_V2_MFCT0_G5] */ /* V01.00.01 - Added new colums [PartnerObject_BK], [COBusinessTransaction],[DebitCreditIndicator] */ /* V01.00.00 - Initial version */ /* =*/
INFI_Optravis_CSC1;64;INFormation Mart as Interface;V_INTF_MD_Material_G0;883026427;V ;VIEW;9355;"/**/ /* View: V_INTF_MD_Material_G0 */ /**/ /* = */ /* V01.02.03 2021-12-08 Yannick Sigwalt GS/BDD2 & Michal Erdman & Martin Urban CI/XTD2 */ /* Interface view for transfer of end-of-previous-month material master data to Optravis */ /* Data.CORE Outgoing Interface #0007 https://inside-docupedia.bosch.com/confluence/x/DjFNXQ */ /* Restrictions: */ /* - only includes materials that are linked to CO-PA items */ /* - only includes material descriptions in English language */ /* - only includes ValuationClassIDs where ValuationType equals blank */ /* Changes: */ /* - V01.02.03 2021-12-08 corrected name of satellite */ /* - V01.02.02 2021-12-03 add additional attributes */ /* - V01.02.01 2021-06-24 Bugfix (filter on lines where ValuationType/BWTAR equals blank) */ /* - V01.02.00 2021-04-12 Adjusted to use new CO-PA model as a basis */ /* - V01.01.02 2021-03-04 Performance optimization */ /* - V01.01.01 2021-02-11 Bugfix (join of material valuation attributes) */ /* - V01.01.00 2021-02-10 Add Product Hierarchy descriptions; Add field SourceSystem; */ /* Join material valuation attributes via T001W */ /* - V01.00.01 2020-12-10 Fix join with material valuation data; rename plant column */ /* - V01.00.00 Initial version */ /* = */"
INFI_Costs_CDP_CSC1;68;INFormation Mart as Interface;V_INTF_PNL_DIM_BusinessPartner_ATTR;884458475;V ;VIEW;4109;/**/ /* View: V_INTF_PNL_DIM_BusinessPartner_ATTR */ /**/ /* =*/ /* V01.00.00 2021-04-28 Patrik Just CI/DAV2.3 */ /* This reads both RB Customer External and Internal Hierarchies) */ /* and reads the adequate text for the record */ /* - Filter on RB Customer Hierarchy External set to 'WORKING SET' */ /* - Filter on RB Customer Hierarchy Internal set to 'WORKING SET' */ /* Updates: */ /* V01.00.00 - initial version for CDP */ /* =*/
INFI_Costs_CDP_CSC2;69;INFormation Mart as Interface;V_INTF_CDP_Costs_FACT_CostPlan_O1;884510530;V ;VIEW;12417;/**/ /* View: V_INTF_CDP_Costs_FACT_CostPlan_O1 */ /**/ /* */ /* V01.02.02 2022-09-30 Michal Erdman & Yannick Sigwalt GS/BDD1 & Jakub Kozlowski */ /* This view is to provide CO-OM Cost Plan data for Cost Driver Planning application (CDP) */ /* Data.CORE Outgoing Interface #0154 https://inside-docupedia.bosch.com/confluence/x/FmjyaQ */ /* Implemented Soft Rules */ /* Debit Credit & Statistical indicator */ /* #FBI-SR-000000025 https://inside-docupedia.bosch.com/confluence/x/TUN-Mw */ /* Filter Cost Actual Fact Data by Company Code Positive List */ /* #FBI-SR-000000057 https://inside-docupedia.bosch.com/confluence/x/fFf1Yw */ /* Update: */ /* V01.02.02 - fixed partner activity type */ /* V01.02.01 - changed call for #FBI-SR-000000025 */ /* V01.02.00 - Reworked the script to optimize the execution plan */ /* V01.01.00 -Optimized Coding */ /* -Reworked field naming and order to match the one from Actual view */ /* V01.00.00 Creation */ /* */
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_V2_G0_DemoSystem;885278609;V ;VIEW;4880;/**/ /* View: V_FactActualCost_Short_G0_DemoSystem */ /**/ /**/ /* V01.00.01 2023-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from P87, but anonimized for DemoSystem purposes */ /* Restriction: View for demo purposes only, restricted by CostCenterGlobalHierarchy. */ /* Update: */ /* - V01.00.01 - Initial Version */ /**/
INFI_Costs_TM1_CSC2;58;INFormation Mart as Interface;V_INTF_COOM_Costs_FACT_CostActual_V2_G6;895706639;V ;VIEW;3922;/**/ /* View: V_INTF_COOM_Costs_FACT_CostActual_V2_G6 */ /**/ /* =*/ /* V01.00.02 2023-03-30 Michal Erdman CI/XTD & Martin Urban CI/XTD2 */ /* This view provides actual cost fact data from SAPP99 for TM1 */ /* Data.CORE Outgoing Interface #0015 https://inside-docupedia.bosch.com/confluence/x/4DFfVQ */ /* it consumes the folling Soft rules */ /* - #FBI-SR-000000096 https://inside-docupedia.bosch.com/confluence/x/fyp8jg Convert Period >=012 to 012 */ /* Restriction: */ /* none */ /* Changes: */ /* V01.00.02 - changed persisted Fact [INFM_Costs_CSC1].[CO_CostActual_PerFact_G6] */ /* to [INFM_Costs_CSC1].[COCostActual_V2_MFCT0_G6] */ /* V01.00.01 - Added new colums [PartnerObject_BK], [COBusinessTransaction],[DebitCreditIndicator] */ /* V01.00.00 - Initial version */ /* =*/
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_Country_ATTR;896878412;V ;VIEW;3578;/**/ /* View: V_INTF_PNL_DIM_Country_ATTR */ /**/ /* = */ /* V01.01.01 2021-04-16 Patrik Just CI/DAV 2.3 */ /* This view retreieves the description and HFM Country ID for every Country Hierarchy node */ /* Update: */ /* - V01.00.00 - 2019-03-14 - SYA8FE - Initial version */ /* - V01.00.01 - 2019-03-20 - SYA8FE - Added prefix for child and parent */ /* - V01.01.00 - 2020-08-04 - DTD7FE - Added attribute HFMID */ /* - V01.01.01 - 2021-04-26 - JUP8FE - Excluded attribute HFMID */ /* Restrictions: */ /* - For all attributes: filter on Edition set to 'WORKING SET' */ /* - For all attributes: filter on AllocationType to 'REP' */ /* - For attribut HFMID: filter on NodeType set to 'COUNTRY' */ /* = */
INFI_Costs_CDP_CSC1;68;INFormation Mart as Interface;V_INTF_PNL_REF_ExchangeRatesToEuro;900458532;V ;VIEW;2964;/**/ /* View: V_INTF_PNL_REF_ExchangeRatesToEuro */ /**/ /* = */ /* V 01.00.00 2021-03-16 Patrik Just CI/DAV2.3 */ /* This view delivers the exchange rates from X to EURO to CDP */ /* - Filter on [ExchangeRateType] = EURX Daily rate (from European Central Bank) */ /* - Filter on [ExchangeRateType] = ZAM0 Monthly average rate */ /* - Filter on [ExchangeRateType] = ZAY0 Annual average rate */ /* - Filter on [ExchangeRateType] = ZCAY Cross rates average yearly */ /* - Filter on [ExchangeRateType] = ZCBP Business Plan (Average, cross rate) */ /* - Filter on [ExchangeRateType] = ZCCF Current Forecast (Average, Cross rate) */ /* - Filter on [ExchangeRateType] = ZCFE Current Forecast (End, Cross rate) */ /* - Enhanced View to deliver CURRENCY_DY for each ExchangeRateTypes and ExchangeRateDate */ /* >> Definition copied from [INFI_TM1_CSC2].[V_INTF_PNL_REF_ExchangeRatesToEuro] */ /* = */
INFI_COREWriter_P2P_CSC1;114;INFormation Mart as Interface;V_INTF_P2PValidationCompanyCode;900510587;V ;VIEW;1431;/**/ /* Database name: @DB_DATA_VAULT_SQL */ /* DBMS name: Microsoft SQL Server 2016 - Bosch */ /* Created on: 10/10/2022 3:33:08 PM */ /**/ /**/ /* View: V_INTF_P2PValidationCompanyCode */ /**/ /* */ /* V01.00.00 2022-10-10 Hui Yang CI/XEF */ /* This view displays CompanyCode BKs of Data.CORE for CORE.Writer Validation. */ /* Data.CORE Outgoing Interface #0280 https://inside-docupedia.bosch.com/confluence/x/vUo8kg */ /* Restrictions: */ /* Changes: */ /* - V01.00.00 initial version */ /* */
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_V2_G3_DemoSystem;901278666;V ;VIEW;4729;/**/ /* View: V_FactActualCost_Short_G3_DemoSystem */ /**/ /**/ /* V01.00.01 2023-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from P87, but anonimized for DemoSystem purposes */ /* Restriction: View for demo purposes only, restricted by CostCenterGlobalHierarchy. */ /* Update: */ /* - V01.00.01 - Initial Version */ /**/
INFI_Costs_TM1_CSC2;58;INFormation Mart as Interface;V_INTF_COOM_Costs_FACT_CostActual_V2_G7;911706696;V ;VIEW;3922;/**/ /* View: V_INTF_COOM_Costs_FACT_CostActual_V2_G7 */ /**/ /* =*/ /* V01.00.02 2023-03-30 Michal Erdman CI/XTD & Martin Urban CI/XTD2 */ /* This view provides actual cost fact data from SAPPCR for TM1 */ /* Data.CORE Outgoing Interface #0015 https://inside-docupedia.bosch.com/confluence/x/4DFfVQ */ /* it consumes the folling Soft rules */ /* - #FBI-SR-000000096 https://inside-docupedia.bosch.com/confluence/x/fyp8jg Convert Period >=012 to 012 */ /* Restriction: */ /* none */ /* Changes: */ /* V01.00.02 - changed persisted Fact [INFM_Costs_CSC1].[CO_CostActual_PerFact_G7] */ /* to [INFM_Costs_CSC1].[COCostActual_V2_MFCT0_G7] */ /* V01.00.01 - Added new colums [PartnerObject_BK], [COBusinessTransaction],[DebitCreditIndicator] */ /* V01.00.00 - Initial version */ /* =*/
INFI_Costs_CDP_CSC1;68;INFormation Mart as Interface;V_INTF_COOM_Costs_DIM_ActivityType_CDP_ATTR;915078596;V ;VIEW;2640;/**/ /* View: V_INTF_COOM_Costs_DIM_ActivityType_CDP_ATTR */ /**/ /* =*/ /* V01.00.03 2022-06-17 Ismail Okadia GS/TET3-NA */ /* This view provides the attributes of ActivityType for CDP */ /* Data.CORE Outgoing Interface #0156 https://inside-docupedia.bosch.com/confluence/x/LsO_ag */ /* Restriction: */ /* none */ /* Changes: */ /* V01.00.03 - Removed SR on GlobalHierarchy, added ActitityTypeCategory,ActivityUnit attribute */ /* V01.00.02 - Added Hierarchy nodes */ /* V01.00.01 - Add Activity Type texts and characteristics */ /* V01.00.00 - Initial version */ /* =*/
INFI_COREWriter_P2P_CSC1;114;INFormation Mart as Interface;V_INTF_CompanyCodeP2PDataTableIsReadyForInput;916510644;V ;VIEW;1525;/**/ /* Database name: @DB_DATA_VAULT_SQL */ /* DBMS name: Microsoft SQL Server 2016 - Bosch */ /* Created on: 10/27/2022 10:15:33 AM */ /**/ /**/ /* View: V_INTF_CompanyCodeP2PDataTableIsReadyForInput */ /**/ /* =*/ /* V01.00.00 2022-10-26 Hui Yang CI/XEF1 */ /* This view provide CORE.Writer the information if it may enter data into the target table or not */ /* Restriction: */ /* - */ /* Changes: */ /* =*/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_V2_G4_DemoSystem;917278723;V ;VIEW;4879;/**/ /* View: V_FactActualCost_Short_G4_DemoSystem */ /**/ /**/ /* V01.00.06 2023-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from P87, but anonimized for DemoSystem purposes */ /* Restriction: View for demo purposes only, restricted by CostCenterGlobalHierarchy. */ /* Update: */ /* - V01.00.01 - Initial Version */ /**/
INFI_Costs_TM1_CSC2;58;INFormation Mart as Interface;V_INTF_COOM_Costs_FACT_CostActual_V2_G9;927706753;V ;VIEW;3915;/**/ /* View: V_INTF_COOM_Costs_FACT_CostActual_V2_G9 */ /**/ /* =*/ /* V01.00.02 2023-03-30 Michal Erdman CI/XTD & Martin Urban CI/XTD2 */ /* This view provides actual cost fact data from SAPP74 for TM1 */ /* Data.CORE Outgoing Interface #0015 https://inside-docupedia.bosch.com/confluence/x/4DFfVQ */ /* it consumes the folling Soft rules */ /* - #FBI-SR-000000096 https://inside-docupedia.bosch.com/confluence/x/fyp8jg Convert Period >=012 to 012 */ /* Restriction: */ /* none */ /* Changes: */ /* V01.00.02 - changed persisted Fact [INFM_Costs_CSC1].[CO_CostActual_PerFact_G9] */ /* to [INFM_Costs_CSC1].[COCostActual_V2_MFCT0_G9] */ /* V01.00.01 - Added new colums [PartnerObject_BK], [COBusinessTransaction],[DebitCreditIndicator] */ /* V01.00.00 - Initial version */ /* =*/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_V2_G5_DemoSystem;933278780;V ;VIEW;4880;/**/ /* View: V_FactActualCost_Short_G5_DemoSystem */ /**/ /**/ /* V01.00.01 2023-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from P87, but anonimized for DemoSystem purposes */ /* Restriction: View for demo purposes only, restricted by CostCenterGlobalHierarchy. */ /* Update: */ /* - V01.00.01 - Initial Version */ /**/
INFI_Costs_TM1_CSC2;58;INFormation Mart as Interface;V_INTF_COOM_Costs_FACT_CostActual_V2_GK;943706810;V ;VIEW;3924;/**/ /* View: V_INTF_COOM_Costs_FACT_CostActual_V2_GK */ /**/ /* =*/ /* V01.00.02 2023-03-30 Michal Erdman CI/XTD & Martin Urban CI/XTD2 */ /* This view provides actual cost fact data from SAPP77 for TM1 */ /* Data.CORE Outgoing Interface #0015 https://inside-docupedia.bosch.com/confluence/x/4DFfVQ */ /* it consumes the folling Soft rules */ /* - #FBI-SR-000000096 https://inside-docupedia.bosch.com/confluence/x/fyp8jg Convert Period >=012 to 012 */ /* Restriction: */ /* none */ /* Changes: */ /* V01.00.02 - changed persisted Fact [INFM_Costs_CSC1].[CO_CostActual_PerFact_GK] */ /* to [INFM_Costs_CSC1].[COCostActual_V2_MFCT0_GK] */ /* V01.00.01 - Added new colums [PartnerObject_BK], [COBusinessTransaction],[DebitCreditIndicator] */ /* V01.00.00 - Initial version */ /* =*/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_CostCenterBookings_For_MaintenanceOrder_V2_G0;949278837;V ;VIEW;6215;/*=*/ /* View: V_FactActualCost_CostCenterBookings_For_MaintenanceOrder_G0 */ /*=*/ /**/ /* V01.00.04 2021-07-14 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs Maintenance Order booked on Cost Centers from POE */ /* Changes: */ /* - V01.00.04 2021-07-14 Szivos Andras CI/BTM-AC1 Change filtering on specific cost element group to be independent */ /* from specific cost element view */ /* - V01.00.03 2021-11-23 Szivos Andras CI/BTM-AC1 Clean up of SQL code */ /* - V01.00.00 2021-09-24 Szivos Andras CI/BTM-AC1 Original version created */ /**/
MERM_CORE_Testing_CSC1;128;;V_DataCOREDataDictionnaryChangeReporting_V1_MFCTS;954850864;V ;VIEW;2007;/**/ /* View: V_DataCOREDataDictionnaryChangeReporting_V1_MFCTS */ /**/ /* =*/ /* V01.00.00 2023-05-17 Yannick Sigwalt GS/BDD1 */ /* View implement the DataDicitionary Change information from SAP Systems */ /* it implements access layer */ /* Data.CORE Outgoing Interface #0342 https://inside-docupedia.bosch.com/confluence/x/jxeVtQ */ /* Restriction: */ /* - none */ /* Updates: */ /* =*/
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_GLAccount;959706867;V ;VIEW;2927;/**/ /* View: V_INTF_PNL_DIM_GLAccount */ /**/ /* = */ /* V01.00.03 2023-03-10 Ilja Frolov GS/BDD1 & Yannick Sigwalt GS/BDD1 */ /* Parent Child Hierarchy for GL Account */ /* Data.CORE Outgoing Interface #0221 https://inside-docupedia.bosch.com/confluence/x/ahkdhg */ /* Restrictions: */ /* - IBM PA Interface Description https://inside-docupedia.bosch.com/confluence/x/wS--Ug */ /* Update: */ /* - V01.00.03 - Performance Optimization */ /* - V01.00.02 - Corrected datatype for Valid From and Valid To */ /* - V01.00.01 - Added Column NodeOrder */ /* - Filtered on [NodeTypeCode] not in 'D' (duplicates) */ /* - converted Child and Parent to expected output format */ /* - V01.00.00 Creation */ /* = */
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_Debitor_ATTR;963078767;V ;VIEW;4937;/**/ /* View: V_INTF_PNL_DIM_Debitor_ATTR */ /**/ /* = */ /* V01.00.02 2022-06-21 Michal Erdman & Patrik Just CI/DAV2.3 */ /* Interface provides the description for SAP Debitor (Customer) */ /* History: */ /* - V01.00.02: Added attributes from SL */ /* - V01.00.01: Add new systems */ /* = */
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_CostCenterBookings_For_MaintenanceOrder_V2_G1;965278894;V ;VIEW;6215;/*=*/ /* View: V_FactActualCost_CostCenterBookings_For_MaintenanceOrder_G1 */ /*=*/ /**/ /* V01.00.04 2021-07-14 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs Maintenance Order booked on Cost Centers from POE */ /* Changes: */ /* - V01.00.04 2021-07-14 Szivos Andras CI/BTM-AC1 Change filtering on specific cost element group to be independent */ /* from specific cost element view */ /* - V01.00.03 2021-11-23 Szivos Andras CI/BTM-AC1 Clean up of SQL code */ /* - V01.00.00 2021-09-24 Szivos Andras CI/BTM-AC1 Original version created */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_V2_B4;967374911;V ;VIEW;2250;/**/ /* View: V_FactActualCost_Short_B2 */ /**/ /**/ /* V01.00.01 2022-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from PS0 */ /* Changes: */ /* Restriction: */ /**/
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_GLAccountS4;975706924;V ;VIEW;2737;/**/ /* View: V_INTF_PNL_DIM_GLAccountS4 */ /**/ /* = */ /* V01.00.05 2023-03-31 Ilja Frolov GS/BDD1 & Yannick Sigwalt GS/BDD1 */ /* Parent Child Hierarchy for GL Account */ /* Data.CORE Outgoing Interface #0221 https://inside-docupedia.bosch.com/confluence/x/ahkdhg */ /* Restrictions: */ /* - IBM PA Interface Description https://inside-docupedia.bosch.com/confluence/x/wS--Ug */ /* Update: */ /* - V01.00.05 - Added business rule for column type */ /* - V01.00.04 - Removed generic paramter and renamed */ /* - V01.00.03 - Performance Optimization */ /* - V01.00.02 - Corrected datatype for Valid From and Valid To */ /* - V01.00.01 - Added Column NodeOrder */ /* - Filtered on [NodeTypeCode] not in 'D' (duplicates) */ /* - converted Child and Parent to expected output format */ /* - V01.00.00 Creation */ /* = */
INFI_IFRS15_TM1_CSC1;81;INFormation Mart as Interface;V_INTF_REF_CC;976214728;V ;VIEW;3322;/**/ /* View: V_INTF_REF_CC */ /**/ /* =*/ /* V01.00.00 2021-09-02 Yannick Sigwalt GS/BDD2 */ /* This view provide the list of Customer Country Combination C-C-ID for IFRS15 */ /* Data.CORE Outgoing Interface #0161 https://inside-docupedia.bosch.com/confluence/x/HafPcQ */ /* Update: */ /* */ /* Restriction: */ /* None */ /* =*/
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_TradingPartner;979078824;V ;VIEW;1260;/**/ /* View: V_INTF_PNL_DIM_TradingPartner */ /**/ /* = */ /* V01.00.00 2022-06-21 Michal Erdman */ /* Interface provides the trading partner data from SAP */ /* History: */ /* - V01.00.00: initial version */ /* = */
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_CostCenterBookings_For_MaintenanceOrder_V2_G2;981278951;V ;VIEW;6215;/*=*/ /* View: V_FactActualCost_CostCenterBookings_For_MaintenanceOrder_G2 */ /*=*/ /**/ /* V01.00.04 2021-07-14 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs Maintenance Order booked on Cost Centers from POE */ /* Changes: */ /* - V01.00.04 2021-07-14 Szivos Andras CI/BTM-AC1 Change filtering on specific cost element group to be independent */ /* from specific cost element view */ /* - V01.00.03 2021-11-23 Szivos Andras CI/BTM-AC1 Clean up of SQL code */ /* - V01.00.00 2021-09-24 Szivos Andras CI/BTM-AC1 Original version created */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_V2_O1;983374968;V ;VIEW;2250;/**/ /* View: V_FactActualCost_Short_B2 */ /**/ /**/ /* V01.00.01 2022-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from PS0 */ /* Changes: */ /* Restriction: */ /**/
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_WBSElement;991706981;V ;VIEW;4418;/**/ /* View: V_INTF_PNL_DIM_WBSElement */ /**/ /* = */ /* V01.01.00 2023-04-06 Yannick Sigwalt GS/BDD1 & Patrik Just CI/DAV2.3 */ /* This view retrieves the texts for WBSElements from different source systems */ /* Data.CORE Outgoing Interface #0054 https://inside-docupedia.bosch.com/confluence/x/SLp9Vg */ /* Restrictions: */ /* - Current systems G0,G1,G2,G3,G4,G5,G6,C3,S3,B2 */ /* Update: */ /* - V01.00.02 View recreated and switched to current CO-PA Model */ /* = */
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_CompanyCode_ATTR;996510929;V ;VIEW;8835;/**/ /* View: V_INTF_PNL_DIM_CompanyCode_ATTR */ /**/ /* = */ /* V 01.00.01 2022-10-20 Jakub Kozlowski & Ilja Frolov GS/BDD2 & Patrik Just CI/DAV2.3 */ /* This view retreieves the text for Legal Entities and CompanyCodes */ /* - Text for Legal Entities is composed of Short and Long Text */ /* Update */ /* - V01.00.02: -Added CompanyCodeCurrency cte in order to incorporate new Currency attribute to */ /* the view. The source is CompanyCodeDescription_WSAT0_G0_X */ /* -Fixed issue with empty Description for CompanyCodeText and CompanyCodeCountry */ /* - V01.00.01:Changed Source for Legal Entity from LegalEntity_WSAT0_M2_X(V_STAG_RB0M_XR_107_M2)*/ /* to RBCustomerLegalEntityAttribute_WSATM_M2_X (V_STAG_RB9X_MD4R_164_M2_V2). */ /* old Source ..RB0M_XR_107_M2 not maintained on Ref-MDS any more */ /* = */
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_CostCenterBookings_For_MaintenanceOrder_V2_G3;997279008;V ;VIEW;6215;/*=*/ /* View: V_FactActualCost_CostCenterBookings_For_MaintenanceOrder_G3 */ /*=*/ /**/ /* V01.00.04 2021-07-14 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs Maintenance Order booked on Cost Centers from POE */ /* Changes: */ /* - V01.00.04 2021-07-14 Szivos Andras CI/BTM-AC1 Change filtering on specific cost element group to be independent */ /* from specific cost element view */ /* - V01.00.03 2021-11-23 Szivos Andras CI/BTM-AC1 Clean up of SQL code */ /* - V01.00.00 2021-09-24 Szivos Andras CI/BTM-AC1 Original version created */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_MaintenanceOrder_V3_IDIM1_G0;999062695;V ;VIEW;10269;"/**/ /* Database name: @DB_DATA_VAULT_SQL */ /* DBMS name: Microsoft SQL Server 2016 - Bosch */ /* Created on: 11.09.2020 11:07:22 */ /**/ /* if exists (select 1 from sysobjects where id = object_id('INFI_Costs_SSAS_CSC2.V_MaintenanceOrder_V2_IDIM1_G6') and type = 'V') drop view INFI_Costs_SSAS_CSC2.V_MaintenanceOrder_V2_IDIM1_G6 go if exists (select 1 from sysobjects where id = object_id('INFI_Costs_SSAS_CSC2.V_MaintenanceOrder_V2_IDIM1_G5') and type = 'V') drop view INFI_Costs_SSAS_CSC2.V_MaintenanceOrder_V2_IDIM1_G5 go if exists (select 1 from sysobjects where id = object_id('INFI_Costs_SSAS_CSC2.V_MaintenanceOrder_V2_IDIM1_G4') and type = 'V') drop view INFI_Costs_SSAS_CSC2.V_MaintenanceOrder_V2_IDIM1_G4 go if exists (select 1 from sysobjects where id = object_id('INFI_Costs_SSAS_CSC2.V_MaintenanceOrder_V2_IDIM1_G0') and type = 'V') drop view INFI_Costs_SSAS_CSC2.V_MaintenanceOrder_V2_IDIM1_G0 go */ /**/ /* View: V_MaintenanceOrder_V3_IDIM1_G0 */ /**/ /**/ /* V01.02.01 - 2020-08-26 Tatjana Derdus CI/DAV2.3 */ /* New view Dimension Maintenance based on optimized data model for SAPPOE */ /* Update: */ /* - V01.00.00: Initial version */ /* - V01.01.00: Adjust MaintenanceOrderId to trim variable number of leading zeros */ /* - V01.02.00: Make independent of LanguageCode; Use BasicStart/End DateId instead of Date */ /* - V01.02.01: Make Dummy-Record (DimId = 0) exclusive for view of leading system (POE/G0) */ /* - V01.03.00: Add column FunctionalLocationDimId */ /**/"
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_RefCostCenterReportingCurrency_V1_IREF0;1003918698;V ;VIEW;1247;/**/ /* View: V_RefCostCenterReportingCurrency_V1_IREF0 */ /**/ /**/ /* V01.00.01 - 2020-07-16 - Tatjana Derdus CI/DAV2.3 */ /* Reference view for ReportingCurrency in CostCenter reporting */ /* Update: */ /* - V01.00.00: 2019-12-05 - SYA8FE - Initial version */ /* - V01.00.01: 2020-07-16 - DTD7FE - Renamed view & moved to scheme INFI_Costs_SSAS_CSC2 */ /**/
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_Product_iGPM;1007707038;V ;VIEW;1889;/**/ /* View: V_INTF_PNL_DIM_Product_iGPM */ /**/ /* = */ /* V01.00.02 2023-04-17 URA1FE & Patrik Just CI/DAV2.3 */ /* Interface provides RB product hierarchy as a parent child relation. */ /* Contained levels ProductClass, ProductSubClass, StatisticGroup, Material */ /* Restrictions: */ /* - Filter on WORKING SET Edition and Material States: '10','11','20','30','35','49' */ /* - Material / Product Hierarchy relations is provided by iGPM and GPM (AS) */ /* Update: */ /* -V01.00.02 Changed description in regards of Material state filter criteria */ /* -V01.00.01 Add prefix for hierarchy only */ /* = */
INFI_IFRS15_TM1_CSC1;81;INFormation Mart as Interface;V_INTF_REF_ProfitCenter;1008214842;V ;VIEW;1510;/**/ /* View: V_INTF_REF_ProfitCenter */ /**/ /* =*/ /* V01.00.00 2021-09-02 Yannick Sigwalt GS/BDD2 */ /* This view provide the list of ProfitCenter for IFRS15 */ /* Data.CORE Outgoing Interface #0163 https://inside-docupedia.bosch.com/confluence/x/OqfPcQ */ /* Update: */ /* */ /* Restriction: */ /* None */ /* =*/
